donor_id,first_name,last_name,email,city,total_donations,avg_donation_amount,donation_frequency,days_since_last_donation,donation_consistency,largest_donation,smallest_donation,campaigns_participated,volunteer_hours,referrals,will_donate_again
DON445533,Kenneth,Lopez,kenneth_lopez77@icloud.com,San Francisco,1,189.3,1.0,38,0.25,521.8,57.26,3,37,14,0
DON901361,Carol,Jones,carol_jones4@outlook.com,New York,46,697.46,46.0,1,0.98,1277.6,462.19,3,8,15,1
DON459206,Timothy,Martin,timothymartin32@outlook.com,Dallas,1,58.22,1.0,219,0.39,89.4,19.72,0,90,0,0
DON409168,Nancy,Robinson,nancyrobinson33@gmail.com,Nashville,12,117.87,12.0,131,0.51,265.06,52.08,3,83,7,1
DON430270,Lisa,Miller,lisa.miller97@email.com,San Francisco,32,675.81,32.0,26,0.98,1244.11,421.23,9,19,14,1
DON470312,Edward,Torres,edwardtorres40@icloud.com,Indianapolis,11,186.88,11.0,119,0.65,421.72,121.56,7,59,7,1
DON923609,Helen,Walker,helenwalker86@gmail.com,Dallas,5,196.07,5.0,160,0.48,436.77,65.78,9,32,14,1
DON273226,Edward,Adams,edwardadams47@email.com,Portland,16,431.11,16.0,54,0.75,794.87,168.23,6,83,5,1
DON619675,Thomas,Nelson,thomasnelson29@gmail.com,Portland,3,16.49,3.0,238,0.03,37.75,9.19,1,30,7,0
DON628563,George,Scott,georgescott70@hotmail.com,Los Angeles,2,35.81,2.0,172,0.44,82.62,16.2,4,92,4,1
DON133511,Nancy,Davis,nancy.davis37@email.com,Chicago,41,360.3,41.0,30,0.86,854.32,191.03,7,99,0,1
DON967412,Carol,White,carol.white11@outlook.com,Jacksonville,3,11.39,2.39,458,0.17,33.19,6.56,2,37,5,0
DON537538,Sandra,Young,sandra_young44@email.com,Indianapolis,2,73.8,2.0,265,0.39,221.05,34.8,3,50,15,0
DON326070,Donald,Campbell,donald_campbell76@outlook.com,Charlotte,2,17.21,2.0,237,0.02,45.46,6.18,5,41,10,0
DON444582,Kimberly,Robinson,kimberly.robinson96@email.com,Fort Worth,2,8.03,1.95,375,0.25,15.74,4.29,8,35,15,0
DON298785,Steven,Smith,steven_smith68@email.com,Charlotte,2,88.49,2.0,100,0.31,174.26,59.72,4,44,13,1
DON249940,Jason,Anderson,jason_anderson36@outlook.com,Austin,28,1045.38,28.0,27,0.75,1766.59,613.4,5,19,3,1
DON423136,William,Williams,william.williams24@outlook.com,Portland,3,114.04,2.82,388,0.19,272.45,69.05,0,79,1,0
DON217463,Donald,Lee,donaldlee88@hotmail.com,San Jose,1,22.16,1.0,233,0.2,48.9,9.85,9,42,13,0
DON340714,Carol,Martin,carol_martin99@hotmail.com,Austin,6,158.26,6.0,52,0.73,312.43,108.9,4,81,4,1
DON327025,Daniel,Mitchell,daniel_mitchell73@email.com,San Antonio,49,1250.39,49.0,45,0.94,2478.25,651.92,3,67,8,1
DON405827,Edward,Wright,edwardwright52@outlook.com,Memphis,3,70.99,3.0,329,0.03,135.47,47.71,2,89,7,0
DON349321,Kenneth,Brown,kennethbrown50@yahoo.com,Seattle,3,36.96,3.0,160,0.49,101.52,15.22,8,49,6,1
DON907297,James,Ramirez,james_ramirez49@gmail.com,Jacksonville,2,155.32,2.0,154,0.45,249.98,79.13,2,16,11,1
DON442296,Brian,Brown,brianbrown61@gmail.com,Memphis,42,745.22,42.0,16,0.87,2111.37,518.73,6,47,10,1
DON596324,Ronald,Clark,ronald.clark65@hotmail.com,Philadelphia,13,103.15,13.0,106,0.59,178.58,40.85,3,14,11,1
DON698440,Kimberly,Johnson,kimberly_johnson71@yahoo.com,Phoenix,1,48.62,0.88,417,0.14,135.5,25.24,0,88,6,0
DON312302,Kimberly,Torres,kimberly.torres65@email.com,Chicago,10,47.39,10.0,156,0.74,89.14,22.35,7,92,3,1
DON419043,Lisa,Hernandez,lisa.hernandez24@yahoo.com,Fort Worth,5,66.64,5.0,115,0.35,142.25,23.72,8,35,8,1
DON382715,Carol,Anderson,carol_anderson26@gmail.com,Boston,11,143.72,11.0,45,0.67,251.78,80.99,8,35,0,1
DON498946,Edward,Flores,edward_flores68@gmail.com,Memphis,25,832.0,25.0,27,0.71,2234.36,424.38,3,64,6,1
DON298665,Robert,Walker,robert_walker1@gmail.com,Jacksonville,10,143.36,10.0,172,0.57,414.86,56.36,6,32,6,1
DON914459,Elizabeth,Jones,elizabeth.jones75@email.com,Philadelphia,15,209.26,15.0,174,0.58,315.33,71.53,9,29,1,1
DON874718,Charles,Harris,charles_harris93@outlook.com,Philadelphia,3,241.3,3.0,204,0.44,466.75,91.87,3,89,15,1
DON626433,Mary,Harris,mary_harris33@yahoo.com,Fort Worth,10,137.21,10.0,100,0.75,396.78,90.5,4,23,8,1
DON275935,Kenneth,Torres,kenneth.torres10@icloud.com,Jacksonville,1,15.2,0.96,379,0.27,36.41,8.3,5,38,14,0
DON886953,David,Wilson,david.wilson13@icloud.com,Charlotte,9,128.26,9.0,106,0.7,207.45,70.44,4,22,13,1
DON538680,Dorothy,Williams,dorothy.williams21@email.com,Memphis,8,229.69,8.0,88,0.74,480.04,152.27,4,17,4,1
DON789477,Susan,Hill,susan.hill22@yahoo.com,Nashville,37,327.64,37.0,60,0.96,684.64,197.05,0,63,3,1
DON783445,Charles,Hill,charles.hill72@email.com,Portland,3,47.18,3.0,335,0.47,138.54,27.78,9,22,12,0
DON277192,Ashley,Torres,ashley.torres23@hotmail.com,San Antonio,46,993.08,46.0,14,0.74,2536.63,640.07,0,37,5,1
DON214094,Elizabeth,Garcia,elizabeth_garcia51@outlook.com,Fort Worth,3,159.88,3.0,266,0.3,477.22,65.1,10,14,12,1
DON194807,Kenneth,Lopez,kenneth.lopez53@gmail.com,Austin,41,321.53,41.0,24,0.97,827.89,102.93,3,14,8,1
DON173795,William,Rivera,williamrivera16@gmail.com,Charlotte,3,20.92,3.0,325,0.39,35.12,8.15,10,70,13,0
DON274134,William,Garcia,williamgarcia47@hotmail.com,Los Angeles,4,16.85,2.21,662,0.19,49.8,7.88,8,40,13,0
DON432770,Dorothy,Campbell,dorothy_campbell41@email.com,Indianapolis,3,25.65,3.0,277,0.27,76.84,15.3,8,79,12,0
DON430499,Michelle,Hill,michellehill70@icloud.com,Charlotte,14,384.13,14.0,142,0.54,1083.14,190.14,6,63,14,1
DON898219,Ronald,Johnson,ronald_johnson65@outlook.com,Indianapolis,1,83.48,0.55,667,0.22,155.6,46.75,10,66,4,0
DON499614,Paul,Green,paul_green24@outlook.com,Boston,10,186.47,10.0,33,0.64,301.98,58.88,9,15,10,1
DON183099,Susan,Martinez,susan_martinez70@yahoo.com,Fort Worth,22,212.79,22.0,15,0.95,355.77,97.55,3,45,4,1
DON512816,Jennifer,Martinez,jennifermartinez85@email.com,Las Vegas,3,31.44,2.1,522,0.2,62.04,16.65,9,73,14,0
DON886754,David,Thompson,david.thompson1@icloud.com,San Antonio,11,167.75,11.0,32,0.53,263.07,92.99,6,35,9,1
DON740918,Ashley,Adams,ashley_adams4@yahoo.com,Fort Worth,3,39.88,3.0,358,0.1,107.09,27.57,6,55,5,0
DON951047,Ronald,Ramirez,ronaldramirez58@gmail.com,Seattle,1,81.61,1.0,331,0.27,211.87,26.75,5,39,10,0
DON179442,Matthew,Baker,matthew.baker69@gmail.com,Chicago,4,53.83,3.23,452,0.09,92.41,35.03,10,89,1,0
DON675526,Thomas,Davis,thomas_davis79@hotmail.com,Seattle,1,80.34,1.0,170,0.14,157.7,39.1,4,47,8,0
DON505372,Kevin,Rodriguez,kevin_rodriguez28@icloud.com,Nashville,27,803.2,27.0,20,0.91,1652.94,304.0,10,33,3,1
DON958475,Sarah,Sanchez,sarahsanchez90@gmail.com,Houston,44,429.11,44.0,44,0.86,1004.13,244.87,10,75,4,1
DON806321,Jane,Young,janeyoung7@hotmail.com,Fort Worth,8,232.2,8.0,88,0.64,551.53,141.44,2,6,4,1
DON475685,William,Clark,william.clark5@hotmail.com,Denver,6,346.48,6.0,132,0.51,520.36,153.97,4,22,12,1
DON221998,Jessica,Rodriguez,jessicarodriguez83@hotmail.com,San Jose,42,582.55,42.0,28,0.83,1515.09,278.19,8,98,5,1
DON808416,Daniel,Thomas,daniel.thomas91@yahoo.com,Las Vegas,11,291.01,11.0,128,0.65,863.71,187.15,0,67,7,1
DON794373,Kevin,Moore,kevin.moore79@gmail.com,Phoenix,2,27.52,2.0,297,0.48,51.27,10.71,5,34,0,0
DON549222,Margaret,Harris,margaret_harris69@email.com,San Diego,4,70.35,4.0,103,0.56,154.89,31.2,3,69,5,1
DON653089,Steven,Hill,steven.hill90@email.com,Houston,24,613.34,24.0,4,0.89,1662.26,197.57,1,41,3,1
DON218768,Nancy,Wright,nancy.wright76@email.com,Indianapolis,5,50.4,5.0,173,0.45,95.22,22.81,6,2,12,1
DON749803,Charles,Miller,charles_miller1@icloud.com,Memphis,4,105.39,2.23,655,0.12,241.69,32.51,0,55,6,0
DON894572,Joshua,Flores,joshuaflores9@icloud.com,San Antonio,1,228.47,1.0,41,0.3,426.12,76.43,5,23,1,1
DON809663,Thomas,Thomas,thomas_thomas42@gmail.com,Detroit,4,43.8,3.16,462,0.36,76.12,14.42,6,34,10,0
DON447374,Emma,Jones,emmajones36@gmail.com,Las Vegas,1,156.55,1.0,288,0.32,401.42,77.83,9,27,6,0
DON607328,Thomas,Walker,thomas.walker51@email.com,Boston,3,101.73,3.0,44,0.19,181.08,70.77,7,7,8,1
DON156418,Michelle,Clark,michelle.clark17@icloud.com,Portland,28,465.6,28.0,19,0.88,1109.73,283.23,0,19,15,1
DON450044,Robert,Hall,robert.hall26@icloud.com,Columbus,3,45.85,1.87,585,0.19,92.78,31.7,8,20,13,0
DON616625,Dorothy,Taylor,dorothytaylor87@icloud.com,Phoenix,1,40.29,0.82,444,0.15,68.02,16.84,9,14,14,0
DON256791,David,Baker,david.baker73@email.com,Dallas,5,144.33,5.0,42,0.73,417.26,78.74,5,9,13,1
DON502194,Lisa,Clark,lisa.clark92@hotmail.com,San Diego,1,12.88,1.0,290,0.05,25.2,6.1,2,28,8,0
DON190625,Susan,Baker,susan.baker85@gmail.com,Memphis,14,164.39,14.0,104,0.62,338.61,60.68,9,21,15,1
DON611052,Sandra,Taylor,sandrataylor2@email.com,Nashville,4,41.38,2.12,688,0.22,64.1,23.67,8,22,15,0
DON219673,Kenneth,Allen,kennethallen64@outlook.com,San Antonio,1,63.8,1.0,244,0.22,171.07,43.93,6,24,0,0
DON322925,Michael,Scott,michaelscott94@gmail.com,San Jose,30,390.25,30.0,47,0.79,923.4,141.26,9,40,15,1
DON630279,Emma,Thompson,emma.thompson92@gmail.com,Charlotte,3,15.38,3.0,265,0.33,24.36,5.37,3,11,14,0
DON646639,Jessica,Miller,jessica.miller46@yahoo.com,Dallas,1,22.9,1.0,181,0.11,56.59,6.91,10,44,12,0
DON325303,Timothy,Thompson,timothy.thompson32@gmail.com,Nashville,6,155.79,6.0,94,0.76,389.66,102.99,1,55,8,1
DON186372,Patricia,Robinson,patriciarobinson96@yahoo.com,Houston,1,63.19,0.6,610,0.28,136.07,35.47,10,11,1,0
DON513392,Emma,Torres,emma_torres24@icloud.com,Phoenix,1,102.92,1.0,118,0.08,172.16,32.79,1,16,14,0
DON210331,Robert,Allen,robert.allen63@gmail.com,Memphis,7,113.42,7.0,134,0.77,208.25,72.91,0,100,14,1
DON409383,Jane,Torres,janetorres16@email.com,San Antonio,1,21.0,0.8,455,0.12,61.87,9.06,6,91,15,0
DON114879,Kimberly,Walker,kimberly.walker85@gmail.com,Fort Worth,10,161.16,10.0,105,0.79,399.98,111.58,3,68,13,1
DON441494,Joshua,Martin,joshuamartin83@gmail.com,Columbus,5,37.1,5.0,328,0.13,77.04,13.4,1,54,12,0
DON491159,Jane,Rivera,jane_rivera73@outlook.com,Boston,32,336.86,32.0,22,0.94,826.61,181.68,8,84,10,1
DON119530,Karen,Torres,karen_torres44@outlook.com,Los Angeles,5,353.72,5.0,107,0.76,704.79,171.12,0,41,12,1
DON321924,Anthony,Miller,anthonymiller94@icloud.com,Nashville,5,59.71,5.0,343,0.44,151.96,40.85,1,84,12,1
DON356860,Kenneth,Thompson,kenneth_thompson58@yahoo.com,Houston,4,31.68,4.0,217,0.36,58.45,14.45,1,96,14,0
DON929093,Steven,Flores,steven.flores71@gmail.com,Philadelphia,3,44.76,3.0,345,0.18,92.2,23.31,6,98,5,0
DON257146,Ashley,Sanchez,ashley.sanchez80@hotmail.com,Chicago,1,77.1,0.91,400,0.37,205.67,23.49,5,13,11,0
DON430048,Jennifer,Torres,jennifertorres87@yahoo.com,Charlotte,7,257.75,7.0,128,0.58,633.5,133.07,8,25,10,1
DON225962,Helen,Davis,helen_davis57@email.com,Fort Worth,1,27.9,0.85,427,0.08,63.83,17.67,1,0,9,0
DON899243,Helen,White,helenwhite74@gmail.com,Chicago,1,32.15,1.0,336,0.01,63.88,11.54,6,9,2,0
DON904254,Kevin,Robinson,kevin_robinson39@icloud.com,Memphis,5,158.74,5.0,322,0.59,466.8,81.24,3,68,12,1
DON511109,Barbara,Lopez,barbara.lopez30@gmail.com,San Francisco,27,472.18,27.0,32,0.71,980.49,211.97,8,42,6,1
DON407519,Dorothy,King,dorothy.king85@yahoo.com,Nashville,33,378.49,33.0,11,0.8,639.33,203.58,2,17,11,1
DON786873,Sandra,Torres,sandratorres18@gmail.com,San Francisco,38,955.92,38.0,43,0.74,2430.95,371.1,6,96,13,1
DON537588,James,White,james.white62@email.com,Portland,1,147.0,1.0,336,0.21,375.58,89.76,5,23,14,0
DON745148,Linda,Allen,linda.allen97@yahoo.com,Indianapolis,5,49.41,5.0,248,0.13,113.0,29.2,9,2,6,0
DON720530,Michael,Harris,michaelharris14@email.com,San Diego,2,52.07,1.63,449,0.01,111.74,23.89,9,31,10,0
DON489426,Brian,Martin,brian.martin55@icloud.com,Detroit,4,140.21,4.0,207,0.5,413.12,59.05,7,20,4,1
DON965383,Jane,Moore,janemoore83@icloud.com,Columbus,48,759.86,48.0,43,0.98,1740.33,252.74,9,90,8,1
DON836155,David,Thomas,david_thomas45@yahoo.com,San Jose,3,98.33,3.0,132,0.6,253.79,63.51,1,36,0,1
DON721124,Nancy,Garcia,nancygarcia6@hotmail.com,Portland,5,56.28,2.87,636,0.28,113.82,29.53,1,71,8,0
DON105040,Sarah,Martinez,sarah_martinez35@gmail.com,San Diego,2,24.16,2.0,129,0.55,55.86,14.43,5,86,2,0
DON148128,Barbara,Gonzalez,barbara.gonzalez12@hotmail.com,Nashville,1,120.37,1.0,264,0.03,350.92,55.0,8,29,15,0
DON276537,Thomas,Flores,thomas_flores33@gmail.com,Las Vegas,5,104.81,5.0,171,0.47,219.48,73.1,0,9,0,1
DON592525,Sarah,Davis,sarah.davis31@email.com,Charlotte,3,130.93,3.0,118,0.12,246.79,43.69,3,84,9,1
DON244233,Thomas,Thomas,thomasthomas48@email.com,Las Vegas,8,138.73,8.0,76,0.55,356.76,76.49,8,3,2,1
DON245053,Margaret,Scott,margaretscott58@gmail.com,Seattle,5,61.64,5.0,165,0.31,150.78,37.31,10,85,8,1
DON578634,Jane,Anderson,jane_anderson42@gmail.com,Phoenix,2,246.94,2.0,188,0.39,686.44,148.32,1,82,7,1
DON459670,Joshua,Moore,joshua_moore29@outlook.com,Memphis,3,38.79,2.43,451,0.24,61.5,12.56,5,53,4,0
DON467637,Elizabeth,Johnson,elizabeth_johnson64@outlook.com,Indianapolis,5,151.49,5.0,292,0.59,250.52,86.33,1,84,15,1
DON427757,Anthony,Williams,anthony_williams17@hotmail.com,Las Vegas,49,257.81,49.0,51,0.96,507.69,80.54,6,16,7,1
DON730059,Charles,Scott,charles.scott23@yahoo.com,San Jose,9,124.33,9.0,140,0.68,253.11,81.88,8,44,11,1
DON391161,George,Jones,george.jones8@icloud.com,San Antonio,2,42.53,2.0,243,0.34,99.2,22.38,10,11,5,0
DON790491,David,Anderson,david.anderson16@yahoo.com,Charlotte,4,25.55,4.0,314,0.3,39.88,13.8,5,87,4,0
DON610105,Paul,Jackson,paul_jackson77@hotmail.com,Denver,22,675.41,22.0,54,0.94,1610.3,254.6,8,48,8,1
DON474579,Sandra,Allen,sandra.allen30@icloud.com,Boston,3,96.2,3.0,185,0.24,171.32,52.48,4,67,11,0
DON978539,Joshua,Young,joshuayoung36@hotmail.com,San Jose,3,13.95,3.0,272,0.21,37.23,5.38,4,44,15,0
DON353540,Andrew,Adams,andrew.adams76@gmail.com,Boston,36,295.41,36.0,7,0.99,839.95,116.73,3,84,11,1
DON140979,Nancy,Johnson,nancy_johnson27@outlook.com,Phoenix,3,22.76,3.0,304,0.15,45.55,13.62,10,62,12,0
DON800103,Mark,Wilson,mark_wilson67@yahoo.com,San Jose,14,403.4,14.0,79,0.73,881.49,220.04,4,44,12,1
DON359217,George,Thompson,george_thompson76@email.com,San Jose,6,223.98,6.0,154,0.68,367.9,148.75,7,78,3,1
DON889145,Kimberly,Flores,kimberly.flores81@email.com,Philadelphia,4,22.45,4.0,318,0.21,37.47,8.28,10,13,12,0
DON304053,David,Williams,david.williams94@gmail.com,Denver,5,64.66,5.0,219,0.17,109.58,40.74,1,83,14,0
DON141440,Carol,Brown,carol_brown11@icloud.com,Los Angeles,3,124.98,3.0,121,0.1,343.31,49.58,8,24,2,0
DON420965,Lisa,Perez,lisa_perez27@gmail.com,Fort Worth,2,31.6,2.0,351,0.35,54.8,14.7,1,84,3,0
DON811033,Mary,Young,mary_young35@hotmail.com,Nashville,23,298.02,23.0,40,0.9,686.24,139.78,3,83,5,1
DON310637,Emily,Young,emilyyoung73@email.com,Philadelphia,30,378.9,30.0,35,0.91,947.82,148.56,6,41,14,1
DON173501,Patricia,Young,patriciayoung5@hotmail.com,Memphis,50,465.98,50.0,60,0.87,825.24,224.73,1,32,1,1
DON148099,Donald,Johnson,donald.johnson99@outlook.com,Phoenix,2,73.35,2.0,141,0.09,136.09,34.87,3,91,8,0
DON768071,Joshua,Thompson,joshua_thompson68@outlook.com,Nashville,19,787.45,19.0,9,0.98,2224.0,525.12,2,18,2,1
DON425940,Matthew,Nguyen,matthew.nguyen23@outlook.com,Austin,5,151.39,5.0,57,0.55,252.4,91.12,8,28,10,1
DON725217,Donna,Lee,donna_lee66@yahoo.com,Jacksonville,10,382.94,10.0,33,0.52,986.82,194.96,7,92,11,1
DON820078,Betty,Green,bettygreen78@gmail.com,San Jose,4,22.58,3.61,404,0.16,58.12,14.63,10,73,4,0
DON482663,Helen,Moore,helen_moore17@yahoo.com,Portland,5,108.73,5.0,100,0.68,169.25,35.94,4,76,3,1
DON969670,Thomas,Adams,thomas.adams30@outlook.com,Philadelphia,30,1160.95,30.0,46,0.83,3078.13,428.08,7,98,1,1
DON431475,Ronald,Taylor,ronaldtaylor30@gmail.com,Charlotte,38,1246.88,38.0,54,0.81,3697.82,451.26,8,39,2,1
DON597364,Steven,Campbell,steven.campbell63@outlook.com,San Francisco,2,20.8,1.67,436,0.01,51.5,13.48,1,32,8,0
DON632906,Karen,Gonzalez,karengonzalez60@icloud.com,Memphis,4,37.4,4.0,335,0.26,110.83,16.7,0,73,1,0
DON250941,Nancy,Robinson,nancyrobinson92@icloud.com,San Antonio,2,35.73,2.0,212,0.48,54.92,14.62,6,24,8,1
DON566107,Jennifer,Anderson,jennifer_anderson6@hotmail.com,Las Vegas,5,99.7,5.0,244,0.5,240.21,40.79,9,58,8,1
DON408165,Karen,Campbell,karen.campbell70@gmail.com,Phoenix,24,269.14,24.0,26,0.92,520.43,140.75,9,2,5,1
DON913858,Daniel,Davis,daniel_davis83@email.com,Charlotte,12,176.39,12.0,59,0.76,278.06,56.64,8,9,9,1
DON595723,George,Young,george.young53@email.com,Seattle,3,155.93,3.0,90,0.43,393.88,107.25,4,4,6,1
DON264546,George,Young,george_young20@yahoo.com,Las Vegas,13,98.04,13.0,112,0.58,180.92,31.34,1,79,7,1
DON501173,James,Thomas,james_thomas93@hotmail.com,Denver,37,374.88,37.0,11,0.76,806.37,153.7,7,95,12,1
DON364456,Margaret,White,margaret_white18@outlook.com,Austin,1,82.46,0.78,470,0.32,130.95,45.61,5,1,4,0
DON325474,James,Davis,james.davis80@icloud.com,Memphis,8,141.21,8.0,85,0.52,216.82,45.85,2,89,4,1
DON359189,Matthew,Campbell,matthew.campbell46@email.com,Chicago,3,39.29,3.0,131,0.37,101.66,21.0,3,72,3,1
DON823592,Betty,Campbell,betty.campbell16@email.com,Detroit,1,22.53,0.88,413,0.2,34.44,13.31,8,97,5,0
DON530763,Thomas,Lopez,thomas_lopez51@hotmail.com,Los Angeles,3,36.12,2.23,490,0.15,82.92,13.6,3,56,12,0
DON977917,Jennifer,Baker,jenniferbaker58@icloud.com,Nashville,2,100.33,2.0,218,0.49,228.67,36.88,4,97,7,0
DON493983,Patricia,Gonzalez,patricia.gonzalez48@outlook.com,Chicago,2,124.51,2.0,11,0.46,351.58,42.48,10,4,9,1
DON223281,Betty,Allen,betty.allen44@yahoo.com,San Antonio,19,1432.52,19.0,22,0.95,2281.91,495.81,2,78,5,1
DON918566,Donald,Gonzalez,donald_gonzalez6@yahoo.com,Denver,3,87.83,3.0,318,0.4,147.7,56.27,3,77,1,1
DON938519,Paul,Lee,paul.lee64@gmail.com,Boston,4,36.58,4.0,359,0.11,61.21,18.47,3,51,5,0
DON386567,Nancy,White,nancy.white33@icloud.com,New York,3,24.22,2.33,469,0.06,60.64,16.62,2,94,6,0
DON391654,Thomas,Clark,thomas_clark88@outlook.com,Fort Worth,4,118.7,4.0,177,0.51,183.59,37.58,4,58,9,1
DON340339,Sarah,Hernandez,sarah.hernandez59@gmail.com,San Francisco,3,69.15,3.0,262,0.53,152.31,34.17,1,48,4,1
DON799710,Ronald,Perez,ronaldperez51@email.com,San Diego,2,252.95,2.0,248,0.49,599.88,93.24,2,11,4,0
DON607968,Jessica,Martin,jessica_martin97@gmail.com,Indianapolis,2,35.19,2.0,239,0.23,94.81,21.44,2,98,1,0
DON839399,Elizabeth,Robinson,elizabethrobinson82@outlook.com,Phoenix,3,27.54,3.0,337,0.26,48.92,10.35,7,19,2,0
DON538838,David,Williams,david.williams51@icloud.com,Nashville,44,295.89,44.0,8,0.83,525.49,201.98,3,80,5,1
DON237735,David,Torres,davidtorres15@yahoo.com,Dallas,12,133.9,12.0,131,0.63,329.88,41.89,7,100,10,1
DON906731,Emily,Nelson,emily_nelson75@gmail.com,Austin,10,312.99,10.0,174,0.62,664.1,155.37,9,56,11,1
DON250842,Jason,Campbell,jasoncampbell72@hotmail.com,Seattle,5,114.6,5.0,355,0.36,179.4,34.68,1,6,15,0
DON494709,Matthew,Williams,matthew.williams60@icloud.com,Boston,16,1255.41,16.0,30,0.93,2714.38,833.8,0,74,15,1
DON658793,James,Thomas,james.thomas11@icloud.com,Houston,8,96.35,8.0,115,0.54,268.67,35.25,8,67,8,1
DON951521,Barbara,Baker,barbara.baker91@email.com,Philadelphia,2,84.2,2.0,198,0.32,251.1,38.94,0,92,1,0
DON822547,David,Harris,david.harris64@icloud.com,Dallas,2,63.4,2.0,218,0.04,98.76,34.3,3,68,9,0
DON192899,Betty,Scott,betty_scott2@hotmail.com,San Antonio,13,109.54,13.0,123,0.58,319.47,74.54,1,64,11,1
DON617919,Susan,Garcia,susan.garcia34@outlook.com,San Jose,15,336.78,15.0,76,0.57,531.87,166.79,7,52,9,1
DON792563,Emma,Garcia,emma_garcia84@email.com,Fort Worth,2,76.23,1.21,605,0.19,195.81,24.28,3,2,15,0
DON933322,Emma,Wright,emma_wright72@gmail.com,Indianapolis,1,108.74,1.0,287,0.04,180.07,62.22,2,61,14,0
DON702258,Jennifer,Scott,jenniferscott40@hotmail.com,Houston,15,154.7,15.0,134,0.66,425.13,84.73,5,85,8,1
DON244676,Andrew,Davis,andrew_davis89@icloud.com,San Francisco,5,50.75,5.0,271,0.31,141.18,28.36,3,46,14,0
DON693783,Robert,Scott,robertscott41@email.com,Seattle,2,63.15,1.94,376,0.13,186.87,23.79,10,75,10,0
DON385066,Brian,Ramirez,brian_ramirez58@hotmail.com,Seattle,3,61.09,3.0,325,0.07,150.99,24.24,9,10,15,0
DON303330,John,Thomas,john.thomas48@gmail.com,Las Vegas,9,386.19,9.0,145,0.57,627.13,130.18,7,19,10,1
DON550412,Brian,Thomas,brianthomas61@outlook.com,San Diego,2,64.51,2.0,214,0.22,133.51,32.55,6,29,11,0
DON698643,Jessica,Smith,jessica.smith61@yahoo.com,Columbus,2,74.45,1.04,704,0.17,192.58,35.15,8,63,5,0
DON298942,James,Lopez,james_lopez48@yahoo.com,San Antonio,5,126.06,5.0,263,0.31,197.11,67.49,4,19,7,0
DON112266,Mark,Wilson,mark_wilson64@yahoo.com,San Jose,2,38.53,2.0,334,0.4,103.85,20.16,1,90,5,1
DON147207,Paul,Lee,paullee98@outlook.com,Boston,3,92.8,3.0,314,0.36,179.71,34.49,10,20,8,0
DON819394,Joshua,Gonzalez,joshua_gonzalez13@hotmail.com,Philadelphia,4,20.06,3.03,482,0.21,51.43,8.29,3,71,4,0
DON679562,Matthew,Mitchell,matthew.mitchell2@icloud.com,Las Vegas,13,279.8,13.0,125,0.73,794.95,177.68,1,11,7,1
DON799956,Linda,Walker,linda.walker98@icloud.com,Houston,20,760.83,20.0,48,0.78,1256.82,327.82,8,46,10,1
DON112063,Sandra,Miller,sandramiller73@hotmail.com,Fort Worth,4,13.97,4.0,254,0.03,35.0,7.99,8,58,13,0
DON427065,Daniel,Jones,daniel.jones79@yahoo.com,Boston,1,25.54,1.0,301,0.18,46.01,17.74,3,68,7,0
DON401731,George,King,george.king82@yahoo.com,Boston,1,50.26,1.0,213,0.19,112.06,32.98,6,55,6,0
DON679241,Carol,Hill,carol_hill84@icloud.com,Austin,1,53.88,0.83,442,0.15,158.58,31.25,1,77,11,0
DON588522,Daniel,Green,daniel.green14@outlook.com,San Jose,2,67.84,2.0,330,0.15,171.9,20.65,7,75,12,0
DON492391,Jane,Nelson,janenelson19@outlook.com,Las Vegas,3,145.42,3.0,360,0.35,233.64,58.94,6,72,10,0
DON545834,Paul,Clark,paul_clark94@yahoo.com,New York,28,701.55,28.0,41,0.84,1449.3,335.12,10,56,12,1
DON527017,Thomas,Ramirez,thomas_ramirez13@email.com,Houston,8,241.01,8.0,117,0.77,409.29,152.93,9,67,11,1
DON601536,Nancy,Lewis,nancy_lewis51@outlook.com,Detroit,11,200.26,11.0,73,0.67,365.77,75.79,1,45,3,1
DON355788,Kenneth,Walker,kenneth.walker33@gmail.com,Chicago,8,257.55,8.0,31,0.63,452.93,152.08,3,69,14,1
DON216920,Matthew,Hall,matthew_hall85@yahoo.com,Jacksonville,18,199.17,18.0,43,0.85,558.33,134.22,10,86,8,1
DON477452,Kevin,Young,kevinyoung41@outlook.com,Houston,2,81.5,2.0,192,0.46,214.99,49.8,5,51,1,0
DON770731,Brian,Gonzalez,brian_gonzalez35@gmail.com,Boston,43,512.73,43.0,5,0.74,970.06,268.68,4,5,5,1
DON224370,Patricia,Miller,patricia.miller10@gmail.com,Houston,2,72.22,2.0,355,0.04,164.43,48.8,0,26,8,0
DON949274,Susan,Perez,susanperez81@gmail.com,Philadelphia,3,55.85,3.0,236,0.43,121.88,28.05,8,29,11,1
DON504046,Matthew,Martinez,matthew.martinez79@email.com,Philadelphia,1,76.95,0.7,521,0.3,225.4,46.27,6,48,6,0
DON408738,Betty,Hill,betty.hill95@icloud.com,Dallas,7,71.85,7.0,116,0.54,203.27,24.06,10,23,5,1
DON324164,Jason,Lewis,jason_lewis65@yahoo.com,Boston,4,165.62,4.0,228,0.31,264.19,69.05,7,40,0,0
DON131962,Donald,Lewis,donaldlewis83@hotmail.com,Denver,4,14.43,4.0,258,0.01,38.67,5.42,4,54,12,0
